id,created_at,title,link,organizer,category,instructor,level,rating,fee,description,image
210,2023-12-16 16:47:23.175286+00,Kepemimpinan Proyek,https://www.linkedin.com/learning/kepemimpinan-proyek,LinkedIn,Data Science & Data Analysis,Cyndi Snyder Dionisio,,,Berbayar,"Keahlian teknis memang sangat penting bagi siapa pun yang bergelut dalam manajemen proyek. Namun, kepemimpinan yang efektiflah yang mampu mengubah manajer proyek yang baik menjadi luar biasa. Dalam kursus ini, instruktur Cyndi Snyder Dionisio siap membahas berbagai aspek kepemimpinan proyek. Pelajari cara memimpin proyek secara lebih efektif dengan menetapkan visi proyek tingkat tinggi, memotivasi dan mengembangkan tim, serta menerapkan kecerdasan emosional sembari menjalankan proyek. Cyndi juga membahas ciri-ciri umum tim berkinerja tinggi, serta tindakan dan perilaku yang Anda bisa terapkan untuk membantu tim mencapai kinerja yang optimal.",https://media.licdn.com/dms/image/C4E0DAQHZZzpsTAvxQA/learning-public-crop_144_256/0/1598996975803?e=1701788400&v=beta&t=XbEKDnpUh2LQrIrnKSiTLCGayFlr3Ovu3qs6dMBJ1Ck
211,2023-12-16 16:47:23.175286+00,KOL Management untuk Sosial Media Marketing,https://kelas.work/classes/kol-management-untuk-sosial-media-marketing,Kelas.work,Digital Marketing,Dhika Putra Munggaran | Social Media & KOL Specialist,"Beginner ",,Berbayar,"Tidak bisa dipungkiri peran KOL atau influencer sangat besar dalam social media marketing. Endorsement adalah marketing sederhana yang mereka lakukan untuk menarik pengguna secara masif. Maka, KOL management hadir untuk kamu yang ingin mengoptimalkan social media marketing. Kira-kira apa saja sih yang harus dilakukan kalau kita mau kerjasama dengan KOL? Ada banyak sih di antaranya kamu harus tau: Menilai KOL yang cocok dengan brand Merancang Campaign Marketing Menentukan Rate Card Menyusun Creative Brief Keempat hal ini menjadi hal dasar yang harus kamu pahami. Di kelas ini, kamu akan mendapatkan susunan materi yang lengkap untuk memaksimalkan social media marketing menggunakan KOL. Di sini kamu juga akan diberitahu cara memulai karier hingga membangun portofolionya. Sebuah kelas yang didesain untuk menjawab kebutuhan era digital.",https://kelas-work.s3.ap-southeast-1.amazonaws.com/bucket-prod-98123hsandknaknd1u3/upload/files/img/class/cover-b7539ebe811bc3d7122010a43de1e3a2-VRAUY.webp
212,2023-12-16 16:47:23.175286+00,Kursus Digital Marketing untuk Pemula,https://kelas.work/classes/kursus-digital-marketing-untuk-pemula,Kelas.work,Digital Marketing,Brainbox Academy | Bambang Adhi Jatmiko,"Beginner ",,Berbayar,"Penjualan produkmu masih sama saja? Atau masih bingung mau menyasar umur yang sesuai? Mungkin, kamu masih belum tahu secara dalam tentang Digital Marketing! Nah! Adanya Digital Marketing bisa memasarkan produkmu menggunakan teknologi yang berbasis digital. Di kelas ini kamu akan belajar mulai dari manfaat, tujuan dan implementasi secara umum, dan tidak ketinggalan juga kamu akan belajar penggunaannya di berbagai channel loh! Ikuti kelas ini agar bisa menjadi digital strategist, copywriter, SEO specialist dan lainnya!",https://kelas-work.s3.ap-southeast-1.amazonaws.com/bucket-prod-98123hsandknaknd1u3/upload/files/img/class/cover-768001e20dbb998cd65f624451194322-E4eTY.webp
213,2023-12-16 16:47:23.175286+00,Launch Your Online Business,https://www.coursera.org/learn/launch-online-business,Coursera,Digital Marketing,Joan Decollibus,"Beginner ",4.8,Gratis,"Peserta yang menyelesaikan kursus ini akan: - mendapatkan pemahaman tentang model bisnis yang berbeda - mempelajari strategi untuk menamai bisnis mereka - membuat persona pelanggan - membuat identitas merek mereka - membuat Proposisi Nilai Unik mereka dan belajar bagaimana membuat bisnis mereka menonjol dari pesaing mereka - mengetahui setiap langkah yang diperlukan untuk membangun situs web mereka termasuk praktik terbaik - produksi yang boleh dan tidak boleh dilakukan untuk penulisan naskah, fotografi, dan video - memiliki daftar periksa pra-peluncuran dan pemeliharaan situs web - mendapatkan pengetahuan dasar tentang pemasaran dan pr - membuat Pitch Deck tentang bisnis mereka yang dapat mereka sampaikan kepada calon mitra dan investor",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8a/9da968103848f4a77e89021b83984e/storyblocks-portrait-of-couple-selling-food-on-the-street_SPzpJkbKcz.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
214,2023-12-16 16:47:23.175286+00,Launch Your Online Business,https://www.coursera.org/learn/launch-online-business,Coursera,Graphic Design,Joan Decollibus,,4.8,Gratis,"Peserta yang menyelesaikan kursus ini akan: - mendapatkan pemahaman tentang model bisnis yang berbeda - mempelajari strategi untuk menamai bisnis mereka - membuat persona pelanggan - membuat identitas merek mereka - membuat Proposisi Nilai Unik mereka dan belajar bagaimana membuat bisnis mereka menonjol dari pesaing mereka - mengetahui setiap langkah yang diperlukan untuk membangun situs web mereka termasuk praktik terbaik - produksi yang boleh dan tidak boleh dilakukan untuk penulisan naskah, fotografi, dan video - memiliki daftar periksa pra-peluncuran dan pemeliharaan situs web - mendapatkan pengetahuan dasar tentang pemasaran dan pr - membuat Pitch Deck tentang bisnis mereka yang dapat mereka sampaikan kepada calon mitra dan investor",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8a/9da968103848f4a77e89021b83984e/storyblocks-portrait-of-couple-selling-food-on-the-street_SPzpJkbKcz.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
215,2023-12-16 16:47:23.175286+00,Leaders of Learning,https://www.edx.org/learn/leadership/harvard-university-leaders-of-learning,Harvard University,Communication,,Introductory,,,"Leadership, Organizational Structure",https://prod-discovery.edx-cdn.org/media/course/image/9174e129-e6f3-4bc8-8a12-ea286d670e71-23e286087155.small.jpg
216,2023-12-16 16:47:23.175286+00,Leading High-PerformingTeams,https://www.edx.org/learn/leadership/the-university-of-queensland-leading-high-performing-teams,The University of Queensland,Communication,,Intermediate,,,"Organizational Behavior, Psychology, Conflict Management, Human Resource Management, Leadership, Communications, Management",https://prod-discovery.edx-cdn.org/media/course/image/605e56d5-08f3-4e90-b4be-2c303def0cd5-fd8bbdd06e0e.small.jpg
217,2023-12-16 16:47:23.175286+00,Leading With EffectiveCommunication (InclusiveLeadership Training),https://www.edx.org/learn/leadership/catalyst-leading-with-effective-communication-inclusive-leadership-training,Catalyst,Communication,,Introductory,,,"Accountability, Communications, Empowerment, Humility, Leadership Development, Leadership",https://prod-discovery.edx-cdn.org/media/course/image/2aaffce0-fa32-416c-a1f6-85ca4835ce65-8f1df4cae197.small.jpg
218,2023-12-16 16:47:23.175286+00,Learn Canva & Canva Pro - Easiest Graphic Design Course 2023,https://www.udemy.com/course/learn-canva-canva-pro-easiest-graphic-design-course-2022/,Udemy,Graphic Design,Haider Studio,,4.2,Gratis,Learn the Basics of Canva and Canva ProEasy to Understand TutorialCanva All Features ExplainedEasily Understand all the Features of this Amazing SoftwareGrow your Brand after learning to design in Canva,https://img-c.udemycdn.com/course/240x135/4481730_56fc_4.jpg
219,2023-12-16 16:47:23.175286+00,Leer y escribir en launiversidad,https://www.edx.org/learn/writing/universidad-del-rosario-leer-y-escribir-en-la-universidad,Universidad del Rosario,Communication,,Introductory,,,"Academic Writing, Literacy, Writing",https://prod-discovery.edx-cdn.org/media/course/image/cfdbd08c-3026-476f-b0bb-d9881eaea163-0f3182e932f3.small.jpeg
223,2023-12-16 16:47:23.175286+00,MacroeconometricForecasting,https://www.edx.org/learn/macroeconometric-forecasting/the-international-monetary-fund-macroeconometric-forecasting,The International Monetary Fund,Economics & Finance,,Intermediate,,,"Statistical Modeling, Policy Analysis, Demonstration Skills, Economics, Forecasting, Macroeconomics",https://prod-discovery.edx-cdn.org/media/course/image/d59b1a00-52a2-499a-b4b0-ade02e78c117-893262ddd011.jpg
224,2023-12-16 16:47:23.175286+00,Macroeconomics ofClimate Change: ClimateRisks for the Financial Se…,https://www.edx.org/learn/climate-change/the-international-monetary-fund-macroeconomics-of-climate-change-climate-risks-for-the-financial-sector,The International Monetary Fund,Economics & Finance,,Intermediate,,,"Research, Capacity Development, Capital Markets, Macroeconomics, Monetary Policies",https://prod-discovery.edx-cdn.org/media/course/image/47148d66-9e63-4c52-8e7b-8c9fc0c664f4-b700a92770b6.small.png
225,2023-12-16 16:47:23.175286+00,Macroeconomics ofClimate Change: GreenPublic Finance,https://www.edx.org/learn/climate-change/the-international-monetary-fund-macroeconomics-of-climate-change-green-public-finance,The International Monetary Fund,Economics & Finance,,Intermediate,,,"Investment Management, Public Financial Management, Capacity Development, Protocol Independent Multicast, Macroeconomics, Public Finance",https://prod-discovery.edx-cdn.org/media/course/image/7ca91583-26b3-434e-92e1-0eae2adf7c0a-cc2c9e982ced.png
226,2023-12-16 16:47:23.175286+00,"Macroeconomics ofClimate Change: Science,Economics, and Policies",https://www.edx.org/learn/climate-change/the-international-monetary-fund-macroeconomics-of-climate-change-science-economics-and-policies,The International Monetary Fund,Economics & Finance,,Introductory,,,"Research, Economics, Capacity Development, Climate Variability And Change, Macroeconomics",https://prod-discovery.edx-cdn.org/media/course/image/d85db382-5184-41e0-81a2-4ba359ccd8ee-90bcf33c0e42.png
227,2023-12-16 16:47:23.175286+00,Macroeconomics ofClimate Change:Economics of Adaptation,https://www.edx.org/learn/macroeconomics/the-international-monetary-fund-macroeconomics-of-climate-change-economics-of-adaptation,The International Monetary Fund,Economics & Finance,,Introductory,,,"Research, Economics, Climate Modeling, Capacity Development, Resilience, Macroeconomics",https://prod-discovery.edx-cdn.org/media/course/image/3bbf258b-5c96-42eb-baba-a77b2afbce34-831ca887f73c.small.png
228,2023-12-16 16:47:23.175286+00,Mandarin Chinese forBusiness,https://www.edx.org/learn/mandarin-chinese/mandarinx-mandarin-chinese-for-business,MandarinX,Language,,Intermediate,,,"Pronunciation, Mandarin Chinese, Negotiation",https://prod-discovery.edx-cdn.org/media/course/image/c4aaf598-e64a-401b-b73d-a6861244c983-ae30fc27a71e.small.jpg
229,2023-12-16 16:47:23.175286+00,Mandarin Chinese Level 1,https://www.edx.org/learn/mandarin-chinese/mandarinx-mandarin-chinese-level-1,MandarinX,Language,,Introductory,,,"Mandarin Chinese, Pronunciation, Language Education, Communications",https://prod-discovery.edx-cdn.org/media/course/image/4c354854-5235-4119-8dbf-8b2f6ac678af-a6bcf0897aef.small.jpg
230,2023-12-16 16:47:23.175286+00,Mandarin ChineseEssentials,https://www.edx.org/learn/mandarin-chinese/mandarinx-mandarin-chinese-essentials,MandarinX,Language,,Introductory,,,"Mandarin Chinese, Pronunciation, Grammar, Communications",https://prod-discovery.edx-cdn.org/media/course/image/4a7e6a29-8141-4395-947d-96bc91db48f7-6ed7322b16cd.small.jpg
231,2023-12-16 16:47:23.175286+00,Market Research & Objective,https://myskill.id/course/market-research-and-objective,Myskill,Digital Marketing,Azka Zakiyyatuddin,"Beginner ",4.65,Berbayar,Materi ini akan menjelaskan mengenai marketing research dan marketing objective untuk membuat strategi marketing yang tepat.,https://image.myskill.id/elearning-poster/VoxIsJbIb2AdcDJWHVUt/thumbnail.png
232,2023-12-16 16:47:23.175286+00,Marketing Analytics: Experiment & Evaluation,https://myskill.id/course/marketing-analytics-experiment-and-evaluation,Myskill,Digital Marketing,Azka Zakiyyatuddin,"Beginner ",4.54,Berbayar,"Marketing Experiments adalah riset yang bertujuan untuk mencari tahu strategi marketing baru atau memvalidasi strategi yang sudah ada. Di materi ini, kita akan mempelajari pentingnya marketing experimenr dan cara melakukannya. Lebih lanjut, kita juga akan belajar mengenai komponen dan sample marketing experiments.",https://image.myskill.id/elearning-poster/DZGRqfKhbmVaFUvhYrWe/thumbnail.png
233,2023-12-16 16:47:23.175286+00,Marketing Business Metrics,https://myskill.id/course/marketing-business-metrics,Myskill,Data Science & Data Analysis,"Anugrah Rusdianto ",,4.54,Berbayar,"Marketing merupakan suatu cara untuk mengenalkan produk bisnis pada pasar, di materi kali ini akan dibahas terkiat business matric sampai pada aktivitas mareking dalam sebuah bisnis.",https://image.myskill.id/elearning-poster/QiptqX1A5JowNp24GwG6/thumbnail.png
234,2023-12-16 16:47:23.175286+00,Marketing for Entrepreneurs in 2022: Learn Digital Marketing,https://www.udemy.com/course/entrepreneur-marketing/,Udemy,Digital Marketing,Taylor Ryan,"Beginner ",4.1,Gratis,Digital MarketingGrowth-HackingEntrepreneurial MarketingEverything an Entrepreneur Needs to Know About MarketingContentPRPublic RelationsSEOSearch Engine OptimizationSEMSearch Engine MonitoringSoMeSocial MediaEmail MarketingWebsite DesignCROContract Research OrganizationUXUser ExperienceAutomationOnboardingHRHuman ResourcesVisual IdentityBrandingLogoTrackingUser AquesitionGrowth HackingKPIAB TestingCRMIntegrationAmplificationSignupsConversionDomainHostingColor TheoryScalingTone-of-voice,https://img-b.udemycdn.com/course/240x135/3181450_4928_3.jpg
235,2023-12-16 16:47:23.175286+00,Marketing Introduction,https://myskill.id/course/marketing-introduction,Myskill,Digital Marketing,Ryan Dwana,"Beginner ",4.66,Berbayar,Dalam materi ini kamu akan belajar secara dasar dalam melakukan penempatan btrand. Kamu juga akan diberi pemahaman betapa pentingnya penempatan brand kepada konsumen kamu untuk meningkatkan daya tarik pada brand kamu. Serta kamu juga akan mempelajari bagaimana cara untuk membuat penempatan brand yang kuat dalam memastikan efektivitas pasar.,https://image.myskill.id/elearning-poster/a63yCIKTjKsnrPHumHqv/thumbnail.png
236,2023-12-16 16:47:23.175286+00,Master Data Analysis with Python - Intro to Pandas,https://www.udemy.com/course/master-data-analysis-with-python-intro-to-pandas-2022/,Udemy,Data Science & Data Analysis,Ted Petrou,,4.7,Gratis,"Best practices from pandas expert Ted Petrou author of Master Data Analysis with PythonIntroduction to the pandas DataFrame and SeriesUnderstanding the different data types available within a DataFrameAccessing the DataFrame components - the index, columns, and valuesSetting a meaningful index in a DataFrameCompleting a five-step process for data exploration",https://img-c.udemycdn.com/course/240x135/4410128_2c2f_2.jpg
237,2023-12-16 16:47:23.175286+00,Media Fundamentals,https://myskill.id/course/media-fundamentals,Myskill,Digital Marketing,Azka Zakiyyatuddin,"Beginner ",4.61,Berbayar,"Media merupakan saluran komunikasi. Dalam materi ini, akan terdapat macam-macam bentuk dari media beserta penjelasannya.",https://image.myskill.id/elearning-poster/e170BjG7Z7tVIyWt6Bfl/thumbnail.png
257,2023-12-16 16:47:23.175286+00,Principios de Economía,https://www.edx.org/learn/economics/universidad-del-rosario-principios-de-economia,Universidad del Rosario,Economics & Finance,,Introductory,,,"Microeconomics, Economic Policy, Economic Growth, Economics, Macroeconomics, Decision Making, Economic Indicators",https://prod-discovery.edx-cdn.org/media/course/image/a4331bfe-588f-4df6-babe-21a964df9709-ddb1660eb0fb.small.jpeg
238,2023-12-16 16:47:23.175286+00,Media Sosial dan Mobile Marketing,https://www.udemy.com/course/media-sosial-dan-mobile-marketing/,Udemy,Digital Marketing,UMN Digital Learning,"Beginner ",4.7,Gratis,Memahami berbagai tipe dan karakteristik social media dan mobile marketingMemahami tren komunikasi pemasaran brand/perusahaan melalui media sosial dan pemasaran mobileMemahami pelanggaran etika dan hukum di pemasaran media sosiaMampu melakukan perencanaan pemasaran media sosial,https://img-c.udemycdn.com/course/240x135/4490376_d50a.jpg
239,2023-12-16 16:47:23.175286+00,Mempelajari Analitik Data: 1 Fondasi,https://www.linkedin.com/learning/mempelajari-analitik-data-1-fondasi,LinkedIn,Data Science & Data Analysis,Robin Hunt,,,Berbayar,"Apakah Anda berminat meniti karier di bidang analitik data? Dalam kursus ini, instruktur Robin Hunt mengajak Anda menyelami dunia seorang analis. Dia mendefinisikan dan menjelaskan konsep dasar, seperti cara memikirkan data, cara bekerja sama dengan orang lain dari berbagai peran untuk mendapatkan data yang diperlukan, serta alat yang Anda butuhkan untuk mengolah data, seperti Excel dan Microsoft Access. Dia juga memperkenalkan kueri SQL, Power BI, dan banyak lagi. Robin membahas sintaks dan menjelaskan cara menginterpretasi data yang ditemukan, mencari data yang dibutuhkan, dan membersihkan data untuk pengerjaan data yang efektif. Dia menjelaskan tata kelola data dan cara mengajukan pertanyaan yang tepat kepada berbagai macam departemen untuk mengumpulkan data yang Anda butuhkan. Robin lalu menunjukkan cara mengolah data, termasuk cara mengimpor data, mengerjakan file datar, seperti CSV, dan membuat rangkaian data untuk orang lain. Robin membahas pengertian pembersihan (cleaning) dan pemodelan (modeling), juga cara menggunakan Power Query di Excel. Dia juga menambahkan rangkaian tantangan/solusi di setiap bagian untuk membantu Anda mengevaluasi keahlian.",https://media.licdn.com/dms/image/C4E0DAQFGmlfFOyWc7g/learning-public-crop_144_256/0/1618937081114?e=1701788400&v=beta&t=Ujf7AogW2Qq99g29ggWRf-3c-EAtzHCaMdmRszfPWac
