id,created_at,title,link,organizer,category,instructor,level,rating,fee,description,image
161,2023-12-16 16:47:23.175286+00,Graphic Design Basics for Educators Using Free Software,https://www.udemy.com/course/graphic-design-basics-for-educators/,Udemy,Graphic Design,Predict Edumedia,,4.5,Gratis,You will discover some of the best sources of inspiration professional designers use for their projects.You will have basic knowledge of graphic design theory that you will be able to recognize and apply.You will learn the fundamentals of Canva and be able to create suitable designs for social media platforms.You will be able to apply an easy-to-follow workflow from creating a moodboard to multiple designsYou will learn the fundamentals of Photopea and get to know some impactful features that will enable you to create great looking artwork.,https://img-b.udemycdn.com/course/240x135/5440010_75bf_4.jpg
162,2023-12-16 16:47:23.175286+00,Graphic Design Career Opportunity,https://myskill.id/course/graphic-design-career-opportunity,Myskill,Graphic Design,Pramono Hadi Sigit,,4.66,Berbayar,"Pada materi ini kita akan mendapat poin belajar mengenai Design Agency,Startup,Inhouse & Freelancer. Dengan mempelajari materi ini peserta diharapkan mengetahui peluang karir desain grafis.",https://image.myskill.id/elearning-poster/a0XA3BcDj86lroxBOXOe/thumbnail.png
163,2023-12-16 16:47:23.175286+00,Graphic Design for Entrepreneurs...Who Can't Draw,https://www.udemy.com/course/graphic-design-for-entrepreneurswho-cant-draw/,Udemy,Graphic Design,Steve Cherubino,,4.3,Gratis,to create PROFESSIONAL looking graphics easily without being an artist,https://img-c.udemycdn.com/course/240x135/77532_417d_7.jpg
164,2023-12-16 16:47:23.175286+00,Graphic Design Resources,https://myskill.id/course/graphic-design-resources,Myskill,Graphic Design,Pramono Hadi Sigit,,4.63,Berbayar,"Pada materi Graphic Designer Resources kita akan mempelajari Stock Images,Fonts,Design Assets dan References. Dengan mempelajari materi ini di harapkan para peserta mengetahui situs apa saja yang bisa di jadikan referensi mengenai berbagai gambar, tulisan bahkan desain itu sendiri.",https://image.myskill.id/elearning-poster/gnZiB5nGsJRDyBGRFpzD/thumbnail.png
165,2023-12-16 16:47:23.175286+00,Graphic Design Theory for beginners,https://www.udemy.com/course/graphic-design-bootcamp/,Udemy,Graphic Design,Khalil Ibrahim,,4.4,Gratis,"Creative Advertising Ideas techniques & how to use metaphors for great Ads.Graphic Design & Art movements like Bauhaus Art movement.Visual & Graphic Design Theories like the Gestalt Theory & Principals.Studying famous Advertising Campaigns methods & techniquesGraphic Design & Advertising Composition rules.Advertising Graphic Design Typography rules, classifications & Terminology.Typography common mistakes & Avoiding them.Font Pairings.Graphic Design & Advertising Color Theory.",https://img-c.udemycdn.com/course/240x135/4879420_a20d.jpg
166,2023-12-16 16:47:23.175286+00,Graphic design: Designing 4 Advertisements in a series!,https://www.udemy.com/course/fundamentals-of-an-advertisement/,Udemy,Graphic Design,Andrew Boehm,,3.6,Gratis,"Graphic Design fundamentals, using illustrator and design To learn how to create an Advertisement",https://img-c.udemycdn.com/course/240x135/270458_8b9d_5.jpg
167,2023-12-16 16:47:23.175286+00,Graphic design: top 6 fundamental rules to master design,https://www.udemy.com/course/top-6-fundamental-rules-to-master-design/,Udemy,Graphic Design,Mahmoud Abd El-Raouf,,4.4,Gratis,How to create beautifully balanced visually-appealing designsHow to apply the 6 fundamental rulesColor effects on human psychologyThe best & easiest methods to choose beautiful colorsKnow how to create a great design using 6 simple rules,https://img-b.udemycdn.com/course/240x135/4554976_d7b4_4.jpg
168,2023-12-16 16:47:23.175286+00,Graphic Design: Unity and Rhythm Master Class,https://www.udemy.com/course/graphic-design-unity-and-rhythm-master-class/,Udemy,Graphic Design,Howard Samuel Schneider,,4.6,Gratis,"Expand your creative potential by developing and applying rhythm to your own art or design work.Discover the unique art and design foundational platform that has traditionally been reserved only for elite private schools and colleges.Be better able to understand what separates great design work from the everyday, and do more of the former and less of the latter.Develop greater creative confidence.",https://img-c.udemycdn.com/course/240x135/4175342_67ec_2.jpg
169,2023-12-16 16:47:23.175286+00,Graphic Elements of Design: Color Theory and Image Formats,https://www.coursera.org/learn/graphic-elements-design,Coursera,Graphic Design,Lori Poole,,4.7,Berbayar,"Memeriksa dan mengeksplorasi berbagai jenis gambar dan elemen grafis akan menjadi fokus kursus ini. Kita akan mulai dengan teori warna untuk membedakan antara pilihan warna CMYK, Pantone, dan RGB dan penggunaannya. Kemudian kita akan meninjau berbagai jenis gambar yang digunakan dalam proyek desain cetak dan digital. Terakhir, kita akan melihat desain logo untuk menentukan gambar dan elemen grafis apa yang paling cocok untuk branding dan pencitraan perusahaan.",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/00/29cb5c58384f8aa16953590ee067ca/C2_logo.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
171,2023-12-16 16:47:23.175286+00,"Hollywood: History,Industry, Art",https://www.edx.org/learn/history/university-of-pennsylvania-hollywood-history-industry-art,University of Pennsylvania,Communication,,Introductory,,,Cinematography,https://prod-discovery.edx-cdn.org/media/course/image/f1a02084-6bf9-4242-bfdf-d6be7dc81501-4876b86f11b9.small.jpg
172,2023-12-16 16:47:23.175286+00,How to Ideate: Creative Strategy/Brief,https://myskill.id/course/ideate-creative-strategy-brief,Myskill,Digital Marketing,Azka Zakiyyatuddin,"Beginner ",4.6,Berbayar,"Di era digital ini, sangat sering terjadi adanya tren. Materi ini akan menyajikan pemahaman mengenai tren lebih jauh dan langkah-langkah agar suatu brand dapat 'ride the wave' menggunakan cara yang tetap relevan dengan brand yang kita miliki.",https://image.myskill.id/elearning-poster/wRRRgyMQDel4yZwDDiuV/thumbnail.png
173,2023-12-16 16:47:23.175286+00,Hypothesis Testing,https://myskill.id/course/hypothesis-testing,Myskill,Data Science & Data Analysis,Nouval Habibie,,4.44,Berbayar,"Pada materi ini, kita akan mempelajari tentang uji hipotesis. Kita akan belajar mengenai Pengantar Uji Hipotesis, Uji Perbedaan Rerata, dan Uji Perbedaan Proporsi. Setelah mempelaajari materi ini, peserta dapat memvisualisasikan data dengan grafik yang sesuai.",https://image.myskill.id/elearning-poster/cGYiznx5PDSVKkRqjjhm/thumbnail.png
174,2023-12-16 16:47:23.175286+00,Hypothetical Testing and AB Test,https://myskill.id/course/hypothetical-testing-ab-test,Myskill,Data Science & Data Analysis,Rizki Teguh Kurniawan,,4.57,Berbayar,"Pada materi ini akan berfokus pada pembahasan meliputi pengertian Analysis Method Regression, kegunaannya, pengenalan Korelasi Pearson & Koefisien Korelasi dan Statistical Significance in Correlation",https://image.myskill.id/elearning-poster/SaRH7gIn2zuDYEMEsgwK/thumbnail.png
175,2023-12-16 16:47:23.175286+00,Ideas from the History of Graphic Design,https://www.coursera.org/learn/graphic-design-history,Coursera,Graphic Design,Louise Sandhaus,,4.7,Berbayar,"Kursus survei ringkas ini berfokus pada empat periode atau tema utama dari sejarah desain di Barat. Bersama-sama kita akan menelusuri kemunculan desain sebagai praktik yang diakui, mengapa segala sesuatunya terlihat seperti itu, dan bagaimana para desainer mendekati masalah desain tertentu dalam pekerjaan mereka.",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/4c/f0cb70a39211e594ae4f59e226bf3a/02.HIST_1200-x-1200_logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
176,2023-12-16 16:47:23.175286+00,IELTS Academic TestPreparation,https://www.edx.org/learn/test-prep/the-university-of-queensland-ielts-academic-test-preparation,The University of Queensland,Communication,,Introductory,,,"Writing, English Language",https://prod-discovery.edx-cdn.org/media/course/image/d61d7a1f-3333-4169-a786-92e2bf690c6f-fa8a6909baec.small.jpg
177,2023-12-16 16:47:23.175286+00,Inclusive Growth: ClimateChange,https://www.edx.org/learn/climate-change/the-international-monetary-fund-inclusive-growth-climate-change,The International Monetary Fund,Economics & Finance,,Intermediate,,,Policy Recommendations,https://prod-discovery.edx-cdn.org/media/course/image/1bff7e6d-2dc5-4309-926c-0d407d409fb3-7b9e5dc084a8.small.png
178,2023-12-16 16:47:23.175286+00,"Indexing, Slicing, Filtering, and Shorting",https://myskill.id/course/indexing-slicing-filtering-and-shorting,Myskill,Data Science & Data Analysis,Nouval Habiebie,,4.62,Berbayar,"Di materi ini, kita akan mempelajari beberapa hal di Pandas terutama untuk bagian basic, yakni indexing, slicing, filtering, and shorting",https://image.myskill.id/elearning-poster/Aa4P75dkhnmyu0RKmHMG/thumbnail.png
179,2023-12-16 16:47:23.175286+00,Información financiera ysu análisis,https://www.edx.org/learn/finance/tecnologico-de-monterrey-informacion-financiera-y-su-analisis,Tecnológico de Monterrey,Economics & Finance,,Advanced,,,"Finance, Accounting, Accounting Information Systems, Economics, Planning, Financial Statements, Management",https://prod-discovery.edx-cdn.org/media/course/image/95737e5b-657c-4910-85ea-82f3e713e378-f53d9cd84b0f.jpeg
180,2023-12-16 16:47:23.175286+00,Inglés para todos: nivelbásico,https://www.edx.org/learn/language/universidad-del-rosario-ingles-para-todos-nivel-basico,Universidad del Rosario,Language,,Introductory,,,"Presentations, English Language, Non-Verbal Communication",https://prod-discovery.edx-cdn.org/media/course/image/3fa209ce-db34-44a6-93a5-dcb74507d38e-bee9969d74e8.small.jpeg
181,2023-12-16 16:47:23.175286+00,Inglés para todos: nivelbásico más,https://www.edx.org/learn/english/universidad-del-rosario-ingles-para-todos-nivel-basico-mas,Universidad del Rosario,Language,,Introductory,,,None,https://prod-discovery.edx-cdn.org/media/course/image/f13deeac-41f2-4972-ba02-f209900511b4-7de758ae40fc.small.jpeg
182,2023-12-16 16:47:23.175286+00,"Innovation Through Design: Think, Make, Break, Repeat",https://www.coursera.org/learn/innovation-through-design,Coursera,Graphic Design,Martin Tomitsch,,4.7,Gratis,"Evolusi desain telah membuatnya menjadi sebuah disiplin ilmu yang tidak lagi terbatas pada perhatian pada satu domain tertentu dan berkembang menjadi sebuah jalur untuk memecahkan masalah yang kompleks dan nonlinier. Desain menjadi keterampilan yang meningkatkan kemampuan, membekali orang dengan kemampuan untuk menghadapi ketidakpastian, kompleksitas, dan kegagalan.",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/2c/fdebb0728711e8a431b1fb8caaf072/MOOC-Logo.fw.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
183,2023-12-16 16:47:23.175286+00,Inspiration: Success & Award Winning Campaigns,https://myskill.id/course/inspiration-success-and-award-winning-campaigns,Myskill,Digital Marketing,Azka Zakiyyatuddin,"Beginner ",4.59,Berbayar,"Campaign merupakan salah satu strategi marketing yang dapat kita temui di sekitar. Materi ini akan mengelaborasi berbagai campaign yang telah sukses dilakukan oleh beberapa perusahaan. Selain itu, di akhir sesi kita akan mampu mengetahui cara untuk merancang campaign UMKM maupun campaign korporat dengan sukses.",https://image.myskill.id/elearning-poster/4J6QjOhkp4di25Rr2FRU/thumbnail.png
184,2023-12-16 16:47:23.175286+00,"Intellectual Property, Copyright, License",https://myskill.id/course/design-intellectual-property-rights,Myskill,Graphic Design,Pramono Hadi Sigit,,4.65,Berbayar,Pada materi Kekayaan Intelektual kita akan mempelajari mengenai Derivative Works dan Creative Common Licensi. Dengan mempelajari materi ini di harapkan para peserta mengetahui pentingnya memiliki kekayaan intelektual agar karya yang sudah kita buat tidak sembarangan di akui oleh orang lain atau di gunakan orang lain untuk kepentingan pribadi.,https://image.myskill.id/elearning-poster/Ma3rqAzrJDqt8wxcCHq2/thumbnail.png
185,2023-12-16 16:47:23.175286+00,Interactive Computer Graphics,https://www.coursera.org/learn/interactive-computer-graphics,Coursera,Graphic Design,Takeo Igarashi,,4.1,Gratis,"Grafis komputer dapat menjadi alat yang ampuh untuk mendukung pemecahan masalah visual, dan interaktivitas memainkan peran sentral dalam memanfaatkan kreativitas pengguna. Mata kuliah ini akan memperkenalkan berbagai alat interaktif yang dikembangkan dalam bidang penelitian grafis komputer dengan alasan desain dan algoritmanya. Contohnya termasuk peningkatan pada antarmuka pengguna grafis, alat bantu penulisan untuk gambar 2D dan animasi 3D, dan sistem desain berbantuan komputer interaktif. Demonstrasi langsung yang kaya dan tugas-tugas kursus akan memberi Anda wawasan dan keterampilan untuk merancang dan mengimplementasikan alat-alat tersebut untuk masalah Anda sendiri.",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/bd/fb88d0e9bc11e5abe1133ac5dcedb7/InteractiveComputerGraphics.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
186,2023-12-16 16:47:23.175286+00,InterculturalCommunication at Work –Land the job and do it well,https://www.edx.org/learn/business-communications/the-national-university-of-singapore-intercultural-communication-at-work-land-the-job-and-do-it-well,The National University of Singap…,Communication,,Intermediate,,,"Writing, Presentations, Intercultural Communication, Emotional Intelligence, Personal Branding, Teamwork, Conflict Management, Negotiation, Cultural Sensitivity, Relationship Building, Management, Resilience",https://prod-discovery.edx-cdn.org/media/course/image/ef87f574-3c2d-406b-9c76-b5865e7220a0-a72c40795f74.small.jpeg
187,2023-12-16 16:47:23.175286+00,Interest Rate RiskManagement in Banks/Financial Institution,https://www.edx.org/learn/risk-management/state-bank-of-india-interest-rate-risk-management-in-banks-financial-institution,State Bank of India,Economics & Finance,,Introductory,,,None,https://prod-discovery.edx-cdn.org/media/course/image/e87f1b66-60c5-4a51-9f30-489fdd4e705c-99ba247a5aef.small.jpeg
188,2023-12-16 16:47:23.175286+00,Intro to Pandas,https://myskill.id/course/intro-to-pandas,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.59,Berbayar,"Di pembelajaran kali ini, kita akan belajar untuk berkenalan dengan Pandas, memahami Pandas series, dan juga Pandas input/output",https://image.myskill.id/elearning-poster/Wp3fu5M9lgAATK3EElC9/thumbnail.png
189,2023-12-16 16:47:23.175286+00,Intro to Stock Trading,https://www.edx.org/learn/stocks/new-york-institute-of-finance-intro-to-stock-trading,New York Institute of Finance,Economics & Finance,,Introductory,,,"Finance, Equities, Stock Markets, Psychology, Money Management",https://prod-discovery.edx-cdn.org/media/course/image/a5433ed4-63d1-4d9f-a487-4563c52c87d5-ade06ecc71ca.jpeg
190,2023-12-16 16:47:23.175286+00,Introducción a la inversiónbursátil,https://www.edx.org/learn/stocks/universitat-politecnica-de-valencia-introduccion-a-la-inversion-bursatil,Universitat Politècnica de València,Economics & Finance,,Introductory,,,"Investments, Stock Markets",https://prod-discovery.edx-cdn.org/media/course/image/ee542ade-2550-45ab-b06a-9316676a90bb-1d8aaa99c2ca.jpg
191,2023-12-16 16:47:23.175286+00,Introducción a lasfinanzas: Principios devaloración,https://www.edx.org/learn/finance/universidad-del-rosario-introduccion-a-las-finanzas-principios-de-valoracion,Universidad del Rosario,Economics & Finance,,Intermediate,,,"Finance, Mathematical Finance, Decision Making, Microsoft Excel, Cash Flows, Investments, Financial Market",https://prod-discovery.edx-cdn.org/media/course/image/af903afe-7dca-4e53-9094-c4270e016a47-05d0a40d68a9.jpg
192,2023-12-16 16:47:23.175286+00,"Introducción al griegoclásico: lengua, nombres ymitología",https://www.edx.org/learn/mythology/universidad-autonoma-de-madrid-introduccion-al-griego-clasico-lengua-nombres-y-mitologia,Universidad Autónoma de Madrid,Language,,Introductory,,,"Prometheus (Software), Ancient Greek, Modern Greek, Morphology",https://prod-discovery.edx-cdn.org/media/course/image/1d565d22-21d4-4153-9172-61b8964196f6-e2f572b06d27.small.jpg
193,2023-12-16 16:47:23.175286+00,Introduction and Installation,https://myskill.id/course/python-introduction-and-installation,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.57,Berbayar,"Materi ini berfokus pada pengenalan Python. Akan dibahas lebih detail mengenai syntax pada python, common python data structure, dan conditional statement. Selain itu, akan dipelajari pula mengenai looping dan function.",https://image.myskill.id/elearning-poster/ZVEIh8G0AOcMh0tYRBUT/thumbnail.png
194,2023-12-16 16:47:23.175286+00,Introduction to book cover design. Redesigning George Orwell,https://www.udemy.com/course/introduction-to-book-cover-design-redesigning-george-orwell/,Udemy,Graphic Design,"Manuel Pallarés, architect and graphic designer",,3.6,Gratis,DesignCreativityBook cover designKnowledge about the editorial industry,https://img-c.udemycdn.com/course/240x135/4217602_4f09_5.jpg
195,2023-12-16 16:47:23.175286+00,Introduction to Data Preprocessing,https://myskill.id/course/data-preprocessing,Myskill,Data Science & Data Analysis,Nouval Habibie,,4.55,Berbayar,"Pada materi ini, kita akan mempelajari tentang praproses data. Kita akan belajar mengenai Pengantar praproses data, Membersihkan data (data cleaning), dan Mentransformasi data (transforming). Setelah mempelajari materi ini, peserta dapat menginput data, mengatasi data yang hilang, praktik feature engineering, dan mengubah bentuk tabel.",https://image.myskill.id/elearning-poster/f1UK7GmA2B1lGfJCCNjm/thumbnail.png
196,2023-12-16 16:47:23.175286+00,Introduction to Digital Marketing,https://www.udemy.com/course/introduction-to-digital-marketing-p/,Udemy,Digital Marketing,Faisal Ahmed Siddiqui,"Beginner ",4.0,Gratis,What is Digital Funnel & its relation with digital components?Business Strategy - Internal & External AuditHow to calculate traffic cost with profit objectiveHow to integrate sales funnel with digital components?,https://img-c.udemycdn.com/course/240x135/5297104_3587.jpg
197,2023-12-16 16:47:23.175286+00,Introduction to FinTech,https://www.edx.org/learn/fintech/university-of-hong-kong-introduction-to-fintech,University of Hong Kong,Economics & Finance,,Introductory,,,"Artificial Intelligence, Blockchain, Finance, Infrastructure, Customer Data Management, Big Data, Swimming Pool Maintenance, Emerging Technologies, Financial Technology (FinTech)",https://prod-discovery.edx-cdn.org/media/course/image/15923a19-7f31-4767-a7a0-73da8886f7b8-be5909a46055.jpg
198,2023-12-16 16:47:23.175286+00,Introduction To Graphic Design,https://www.udemy.com/course/graphic-design-intro/,Udemy,Graphic Design,Anthony Isaac,,4.4,Gratis,Learn Basic Canva Design SkillsDesign Real World ProjectsThe Three Step Design Process,https://img-c.udemycdn.com/course/240x135/1567500_e265_2.jpg
199,2023-12-16 16:47:23.175286+00,Introduction to Graphic Design,https://www.udemy.com/course/introduction-to-graphics-design/,Udemy,Graphic Design,Ochei Nonso Patrick,,4.1,Gratis,Expository definition of Graphic design and the real purpose of Graphic designRecommended Softwares for Graphic designThe different types of Graphic design you can venture into7 key Principles of Graphic design to bring about fantastic yet effective graphic design works,https://img-c.udemycdn.com/course/240x135/4963736_d6d3_2.jpg
200,2023-12-16 16:47:23.175286+00,Introduction to Machine Learning,https://myskill.id/course/machine-learning,Myskill,Data Science & Data Analysis,Nouval Habibie,,4.54,Berbayar,"Pada materi ini, kita akan mempelajari tentang pengantar machine learning. Kita akan belajar mengenai Pengantar machine learning serta Supervised machine learning: Regression dan classification. Setelah mempelajari materi ini, peserta dapat praktik regresi dan klasifikasi.",https://image.myskill.id/elearning-poster/6Xcga99qXjw9sMUOBo2Y/thumbnail.png
201,2023-12-16 16:47:23.175286+00,Introduction to PersonalFinancial Planning,https://www.edx.org/learn/personal-finance/indiana-university-introduction-to-personal-financial-planning,Indiana University,Economics & Finance,,Introductory,,,"Income Statement, Financial Literacy, Personal Finance, Financial Planning, Budgeting, Balance Sheet, Financial Services, Planning, Money Management",https://prod-discovery.edx-cdn.org/media/course/image/f4c7597d-6352-43e4-b1f8-c42a2bc546e1-73a58679b212.jpeg
202,2023-12-16 16:47:23.175286+00,Introduction to Statistics,https://www.coursera.org/learn/stanford-statistics,Coursera,Data Science & Data Analysis,Guenther Walther,,4.6,Gratis,"""Pengantar Statistik"" dari Stanford mengajarkan Anda konsep berpikir statistik yang penting untuk belajar dari data dan mengkomunikasikan wawasan. Pada akhir kursus, Anda akan dapat melakukan analisis data eksplorasi, memahami prinsip-prinsip utama pengambilan sampel, dan memilih uji signifikansi yang sesuai untuk berbagai konteks. Anda akan mendapatkan keterampilan dasar yang mempersiapkan Anda untuk mengejar topik-topik yang lebih maju dalam pemikiran statistik dan pembelajaran mesin. Topik-topiknya meliputi Statistik Deskriptif, Pengambilan Sampel dan Eksperimen Terkendali Secara Acak, Probabilitas, Distribusi Pengambilan Sampel dan Teorema Limit Sentral, Regresi, Uji Signifikansi Umum, Pengambilan Sampel Ulang, Perbandingan Berganda.",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/19/554c8d156a477690c6f0b81733c11c/intoduction-to-statistics_XFDS112.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50
203,2023-12-16 16:47:23.175286+00,Introduction to Typography,https://www.coursera.org/learn/typography,Coursera,Graphic Design,Anther Kiley,,4.8,Berbayar,"Tipografi adalah seni memanipulasi bentuk visual bahasa untuk memperkaya dan mengendalikan maknanya. Ini adalah bidang keterampilan dan pengetahuan yang penting bagi para desainer grafis. Tipografi mendahului desain grafis modern sekitar 500 tahun; kaya akan aturan, konvensi, dan terminologi esoterik-tetapi tetap menjadi ruang yang menarik untuk penemuan dan ekspresi. Dalam kursus pengantar yang ketat ini, kita akan mempelajari, menamai, dan mengukur karakteristik bentuk huruf. Kami akan mempertimbangkan masalah pragmatis yang terlibat dalam memilih dan menggabungkan jenis huruf. Kita akan mengintip sejarah sejarah, budaya, dan estetika yang kaya dari jenis huruf yang sudah dikenal. Kami akan membahas konvensi yang telah teruji dan praktik terbaik dalam mengatur jenis huruf, sebagaimana diatur oleh prinsip-prinsip hirarki dan organisasi spasial. Dan kita akan mengeksplorasi potensi huruf yang ekspresif dan bermakna.",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/62/0bc780a39211e58369398902d84d96/03.TYPE_1200-x-1200_logo_02.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
204,2023-12-16 16:47:23.175286+00,Introduction to User Experience Design,https://www.coursera.org/learn/user-experience-design,Coursera,Graphic Design,Dr. Rosa I. Arriaga,,4.5,Berbayar,"Fokus dari kursus ini adalah untuk memperkenalkan peserta didik pada Desain Pengalaman Pengguna (UX) Desain Pengalaman Pengguna adalah desain yang berpusat pada pengguna. Tujuannya adalah untuk mendesain artefak yang memungkinkan pengguna memenuhi kebutuhan mereka dengan cara yang paling efektif, efisien, dan memuaskan. Kursus ini memperkenalkan pemula pada siklus penemuan dan evaluasi serta serangkaian teknik yang memenuhi kebutuhan pengguna. Kursus ini ditujukan untuk pemula. Kursus ini diperuntukkan bagi para pelajar yang pernah mendengar tentang desain ""pengalaman pengguna"" atau ""antarmuka pengguna"" tetapi tidak tahu banyak tentang disiplin ilmu ini. Mantra kursus ini adalah ""Desain adalah proses yang sistematis dan digerakkan oleh data."" Desain bersifat sistematis karena didasarkan pada serangkaian teknik dan juga pada siklus penemuan. Dalam kursus ini, pelajar akan diperkenalkan dengan siklus desain antarmuka pengguna empat langkah. Sepanjang jalan, pelajar dihadapkan pada serangkaian teknik untuk mengumpulkan informasi tentang a) apa yang dibutuhkan pengguna b) bagaimana merancang dan memodelkan antarmuka berdasarkan hal tersebut dan kemudian bagaimana mengevaluasi desain untuk memastikan bahwa tujuan pengguna terpenuhi. Teknik-teknik ini adalah alat yang digunakan dengan cara yang terstandarisasi dan memberi kita data yang kita gunakan dalam desain kita. Ini berarti bahwa siapa pun (terlepas dari pelatihan mereka saat ini) yang bersedia mempelajari teknik-teknik ini dan mengikuti siklus yang diusulkan dapat menjadi desainer UX!",https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/6c/0d3ca034c411e694968959655359ff/IntroductionUser_InterfaceDesignPart1.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&max-w=265
205,2023-12-16 16:47:23.175286+00,Introduction toMathematics for Financeand Business,https://www.edx.org/learn/finance/tecnologico-de-monterrey-introduction-to-mathematics-for-finance-and-business,Tecnológico de Monterrey,Language,,Advanced,,,"R (Programming Language), Simulations, Python (Programming Language), Mathematical Optimization, MATLAB, Finance, Algorithms, Mathematical Modeling, Forecasting, Basic Math",https://prod-discovery.edx-cdn.org/media/course/image/74f4edaf-a63f-4b63-bd7f-e93ec6a35a0f-9261b30294da.small.jpeg
206,2023-12-16 16:47:23.175286+00,Italian Language andCulture: Advanced(2023-2024),https://www.edx.org/learn/italian/wellesley-college-italian-language-and-culture-advanced-2023-2024,Wellesley College,Language,,Advanced,,,"Reading Comprehension, Mobile Devices, Pronunciation, Grammar, Language Education, Vocabulary, Writing, Italian Language, Podcasting",https://prod-discovery.edx-cdn.org/media/course/image/e97a6fe0-9b5d-43c9-a3fd-7e42c37706a2-236484a9fa16.small.jpg
207,2023-12-16 16:47:23.175286+00,Italian Language andCulture: Beginner(2023-2024),https://www.edx.org/learn/italian/wellesley-college-italian-language-and-culture-beginner-2023-2024,Wellesley College,Language,,Introductory,,,"Reading Comprehension, Mobile Devices, Pronunciation, Grammar, Language Education, Vocabulary, Writing, Italian Language, Podcasting",https://prod-discovery.edx-cdn.org/media/course/image/1e170500-f525-46c1-b8b9-c893cf6910d3-641dfb9218ec.small.jpg
208,2023-12-16 16:47:23.175286+00,Italian Language andCulture: Intermediate(2023-2024),https://www.edx.org/learn/italian/wellesley-college-italian-language-and-culture-intermediate-2023-2024,Wellesley College,Language,,Intermediate,,,"Reading Comprehension, Pronunciation, Grammar, Vocabulary, Language Education, Writing, Italian Language",https://prod-discovery.edx-cdn.org/media/course/image/b6bb8a1e-cece-4c43-a3dc-3b00e6843f25-17ba1808405d.small.jpg
209,2023-12-16 16:47:23.175286+00,"Kaggle, GitHub, Kedro",https://myskill.id/course/kaggle-github-kedro,Myskill,Data Science & Data Analysis,Alifian Mahardhika Maulana,,4.57,Berbayar,"Kamu akan diajak untuk mengenal kaggle, mengenal github, dan mengenal kedro secara luas pada materi ini. Materi akan membuat kamu belajar dari mulai dari mengunduh dataset dan menjalankan notebook menggunakan kaggle. Kamu juga akan diajak untuk melihat keutamaan penggunaan github. Nantinya kamu akan mengenal catalog, nodes, pipeline dan pipeline registry setelah kamu mempelajari materi ini.",https://image.myskill.id/elearning-poster/ytooG78EZrCqcEA0HTHi/thumbnail.png
220,2023-12-16 16:47:23.175286+00,"Line, Shape, and Form",https://myskill.id/course/line-shape-and-form,Myskill,Graphic Design,Nanda Bachrus Soleh,,4.66,Berbayar,"Pada materi ini, kita akan mempelajari tiga elemen seni, yaitu garis, bentuk, dan wujud. Akan terdapat masing-masing penjelasan hingga contoh penggunaan dari ketiga elemen tersebut.",https://image.myskill.id/elearning-poster/oopbJ3aBiDRd4f7Vmqwr/thumbnail.png
221,2023-12-16 16:47:23.175286+00,List Fundamental in Python,https://myskill.id/course/list-fundamental-in-python,Myskill,Data Science & Data Analysis,Muhammad Ihza Mahendra,,4.59,Berbayar,Materi ini membahas mengenai list fundamental pada python. Selain itu akan dibahas juga mengenai modifikasi list dan juga overall methods pada list.,https://image.myskill.id/elearning-poster/4OZzQDhY67HBTSnqcYis/thumbnail.png
